ID,Geogname,Gender,Age,All Cancers,Head and Neck,Lip,Tongue,"Mouth, Other",Pharynx and Tonsil,Paranasal Sinuses,Larynx,Gastro - Intestinal,Esophagus,Stomach,Small Bowel,Colon and Rectum,Liver and Biliary Tract,Pancreas,Peritoneum and GI Unspecified,Respiratory,"Lung,Trachea and Bronchus","Mediastinum, Pleura",Breast,Breast2,Skin and Melanoma,Melanoma of Skin,Other Skin,Gynecological,Cervix,Body of Uterus,Ovary,Other Female Genital,Genito - Urinary,Testis,Penis and Male Genital Unspecified,Bladder,"Kidney, Ureter and Other Urinary",Lymphomas,Non-Hodgkin's Lymphoma,Hodgkin's Lymphoma,Hematologic,Multiple Myeloma,Leukemia,Miscellaneous Proliferative,Other,Eye and Lacrimal Gland,Brain,"Meninges, Spinal Cord and other CNS",Thyroid,Other Endocrine,Bone and Connective Tissue,Other and Ill Defined Sites,Unknown Primary,Prostate
111,Kings County,Female,35 - 64,150,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,15,0,0,55,0,20,0,0,15,0,0,0,0,5,0,0,0,0,5,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0
112,Kings County,Female,65 -74,135,5,0,0,0,0,0,0,20,0,0,0,0,0,0,0,20,0,0,45,0,5,0,0,20,0,0,0,0,5,0,0,0,0,5,0,0,10,0,0,0,5,0,0,0,0,0,0,0,0,0
113,Kings County,Female,75 +,375,5,0,0,0,0,0,0,100,0,0,0,0,0,0,0,60,0,0,85,0,10,0,0,35,0,0,0,0,20,0,0,0,0,10,0,0,15,0,0,0,35,0,0,0,0,0,0,0,0,0
114,Kings County,Female,Total,670,10,0,0,0,0,0,0,145,0,0,0,0,0,0,0,95,0,0,185,0,35,0,0,70,0,0,0,0,35,0,0,0,0,20,0,0,30,0,0,0,50,0,0,0,0,0,0,0,0,0
115,Kings County,Male,0 - 19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,Kings County,Male,20 - 34,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
117,Kings County,Male,35 - 64,110,5,0,0,0,0,0,0,25,0,0,0,0,0,0,0,20,0,0,0,0,15,0,0,0,0,0,0,0,20,0,0,0,0,5,0,0,10,0,0,0,15,0,0,0,0,0,0,0,0,0
118,Kings County,Male,65 -74,175,10,0,0,0,0,0,0,40,0,0,0,0,0,0,0,25,0,0,0,0,5,0,0,0,0,0,0,0,70,0,0,0,0,5,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0
119,Kings County,Male,75 +,515,15,0,0,0,0,0,0,115,0,0,0,0,0,0,0,100,0,0,0,0,20,0,0,0,0,0,0,0,205,0,0,0,0,10,0,0,20,0,0,0,30,0,0,0,0,0,0,0,0,0
120,Kings County,Male,Total,820,35,0,0,0,0,0,0,175,0,0,0,0,0,0,0,145,0,0,0,0,45,0,0,0,0,0,0,0,300,0,0,0,0,25,0,0,35,0,0,0,60,0,0,0,0,0,0,0,0,0
121,Kings County,Total,0 - 19,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,Kings County,Total,20 - 34,20,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
123,Kings County,Total,35 - 64,260,10,0,0,0,0,0,0,45,0,0,0,0,0,0,0,30,0,0,55,0,35,0,0,15,0,0,0,0,25,0,0,0,0,10,0,0,15,0,0,0,25,0,0,0,0,0,0,0,0,0
124,Kings County,Total,65 -74,315,15,0,0,0,0,0,0,60,0,0,0,0,0,0,0,45,0,0,45,0,10,0,0,20,0,0,0,0,80,0,0,0,0,10,0,0,15,0,0,0,15,0,0,0,0,0,0,0,0,0
125,Kings County,Total,75 +,885,20,0,0,0,0,0,0,215,0,0,0,0,0,0,0,160,0,0,85,0,30,0,0,35,0,0,0,0,220,0,0,0,0,20,0,0,35,0,0,0,60,0,0,0,0,0,0,0,0,0
126,Kings County,Total,Total,1490,45,0,0,0,0,0,0,320,0,0,0,0,0,0,0,240,0,0,185,0,75,0,0,70,0,0,0,0,335,0,0,0,0,45,0,0,65,0,0,0,110,0,0,0,0,0,0,0,0,0
127,Hants County,Female,0 - 19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
128,Hants County,Female,20 - 34,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,Hants County,Female,35 - 64,115,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,5,0,0,50,0,10,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0
130,Hants County,Female,65 -74,90,5,0,0,0,0,0,0,15,0,0,0,0,0,0,0,10,0,0,25,0,5,0,0,5,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
131,Hants County,Female,75 +,235,5,0,0,0,0,0,0,75,0,0,0,0,0,0,0,40,0,0,45,0,10,0,0,15,0,0,0,0,15,0,0,0,0,10,0,0,15,0,0,0,10,0,0,0,0,0,0,0,0,0
132,Hants County,Female,Total,455,10,0,0,0,0,0,0,105,0,0,0,0,0,0,0,55,0,0,125,0,25,0,0,40,0,0,0,0,20,0,0,0,0,25,0,0,25,0,0,0,30,0,0,0,0,0,0,0,0,0
133,Hants County,Male,0 - 19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
134,Hants County,Male,20 - 34,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,Hants County,Male,35 - 64,85,5,0,0,0,0,0,0,30,0,0,0,0,0,0,0,10,0,0,0,0,5,0,0,0,0,0,0,0,20,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
136,Hants County,Male,65 -74,125,5,0,0,0,0,0,0,35,0,0,0,0,0,0,0,25,0,0,0,0,5,0,0,0,0,0,0,0,35,0,0,0,0,5,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0
137,Hants County,Male,75 +,365,20,0,0,0,0,0,0,85,0,0,0,0,0,0,0,80,0,0,0,0,5,0,0,0,0,0,0,0,120,0,0,0,0,20,0,0,15,0,0,0,20,0,0,0,0,0,0,0,0,0
138,Hants County,Male,Total,585,30,0,0,0,0,0,0,150,0,0,0,0,0,0,0,120,0,0,0,0,20,0,0,0,0,0,0,0,175,0,0,0,0,35,0,0,20,0,0,0,35,0,0,0,0,0,0,0,0,0
139,Hants County,Total,0 - 19,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0
140,Hants County,Total,20 - 34,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,Hants County,Total,35 - 64,195,5,0,0,0,0,0,0,45,0,0,0,0,0,0,0,20,0,0,50,0,15,0,0,10,0,0,0,0,25,0,0,0,0,10,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0
142,Hants County,Total,65 -74,215,10,0,0,0,0,0,0,50,0,0,0,0,0,0,0,40,0,0,25,0,10,0,0,5,0,0,0,0,35,0,0,0,0,15,0,0,5,0,0,0,15,0,0,0,0,0,0,0,0,0
143,Hants County,Total,75 +,600,20,0,0,0,0,0,0,160,0,0,0,0,0,0,0,120,0,0,45,0,15,0,0,15,0,0,0,0,135,0,0,0,0,30,0,0,30,0,0,0,30,0,0,0,0,0,0,0,0,0
144,Hants County,Total,Total,1040,35,0,0,0,0,0,0,255,0,0,0,0,0,0,0,175,0,0,125,0,45,0,0,40,0,0,0,0,195,0,0,0,0,60,0,0,45,0,0,0,65,0,0,0,0,0,0,0,0,0
145,Halifax County,Female,0 - 19,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,10,0,0,0,15,0,0,0,0,0,0,0,0,0
146,Halifax County,Female,20 - 34,150,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,15,0,20,0,0,40,0,0,0,0,0,0,0,0,0,20,0,0,10,0,0,0,35,0,0,0,0,0,0,0,0,0
147,Halifax County,Female,35 - 64,1095,10,0,0,0,0,0,0,105,0,0,0,0,0,0,0,80,0,0,440,0,100,0,0,180,0,0,0,0,35,0,0,0,0,35,0,0,20,0,0,0,90,0,0,0,0,0,0,0,0,0
148,Halifax County,Female,65 -74,815,20,0,0,0,0,0,0,160,0,0,0,0,0,0,0,140,0,0,255,0,35,0,0,90,0,0,0,0,35,0,0,0,0,25,0,0,15,0,0,0,45,0,0,0,0,0,0,0,0,0
149,Halifax County,Female,75 +,2125,40,0,0,0,0,0,0,580,0,0,0,0,0,0,0,360,0,0,510,0,70,0,0,165,0,0,0,0,115,0,0,0,0,65,0,0,80,0,0,0,145,0,0,0,0,0,0,0,0,0
150,Halifax County,Female,Total,4230,70,0,0,0,0,0,0,850,0,0,0,0,0,0,0,580,0,0,1225,0,225,0,0,480,0,0,0,0,185,0,0,0,0,155,0,0,135,0,0,0,330,0,0,0,0,0,0,0,0,0
151,Halifax County,Male,0 - 19,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,10,0,0,10,0,0,0,15,0,0,0,0,0,0,0,0,0
152,Halifax County,Male,20 - 34,90,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,5,0,0,0,0,10,0,0,0,0,0,0,0,35,0,0,0,0,10,0,0,5,0,0,0,15,0,0,0,0,0,0,0,0,0
153,Halifax County,Male,35 - 64,690,50,0,0,0,0,0,0,150,0,0,0,0,0,0,0,85,0,0,0,0,45,0,0,0,0,0,0,0,205,0,0,0,0,60,0,0,35,0,0,0,55,0,0,0,0,0,0,0,0,0
154,Halifax County,Male,65 -74,1020,45,0,0,0,0,0,0,200,0,0,0,0,0,0,0,155,0,0,5,0,50,0,0,0,0,0,0,0,445,0,0,0,0,45,0,0,30,0,0,0,50,0,0,0,0,0,0,0,0,0
155,Halifax County,Male,75 +,2570,85,0,0,0,0,0,0,630,0,0,0,0,0,0,0,465,0,0,5,0,85,0,0,0,0,0,0,0,985,0,0,0,0,75,0,0,80,0,0,0,160,0,0,0,0,0,0,0,0,0
156,Halifax County,Male,Total,4410,185,0,0,0,0,0,0,990,0,0,0,0,0,0,0,705,0,0,10,0,190,0,0,0,0,0,0,0,1675,0,0,0,0,200,0,0,165,0,0,0,295,0,0,0,0,0,0,0,0,0
157,Halifax County,Total,0 - 19,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,15,0,0,20,0,0,0,25,0,0,0,0,0,0,0,0,0
158,Halifax County,Total,20 - 34,240,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,5,0,0,15,0,30,0,0,40,0,0,0,0,35,0,0,0,0,30,0,0,15,0,0,0,50,0,0,0,0,0,0,0,0,0
159,Halifax County,Total,35 - 64,1790,60,0,0,0,0,0,0,260,0,0,0,0,0,0,0,165,0,0,445,0,145,0,0,180,0,0,0,0,240,0,0,0,0,95,0,0,55,0,0,0,145,0,0,0,0,0,0,0,0,0
160,Halifax County,Total,65 -74,1840,65,0,0,0,0,0,0,355,0,0,0,0,0,0,0,290,0,0,260,0,85,0,0,90,0,0,0,0,475,0,0,0,0,70,0,0,45,0,0,0,100,0,0,0,0,0,0,0,0,0
161,Halifax County,Total,75 +,4695,125,0,0,0,0,0,0,1205,0,0,0,0,0,0,0,820,0,0,515,0,155,0,0,165,0,0,0,0,1100,0,0,0,0,140,0,0,160,0,0,0,305,0,0,0,0,0,0,0,0,0
162,Halifax County,Total,Total,8640,255,0,0,0,0,0,0,1840,0,0,0,0,0,0,0,1285,0,0,1235,0,415,0,0,480,0,0,0,0,1860,0,0,0,0,355,0,0,300,0,0,0,625,0,0,0,0,0,0,0,0,0
163,Colchester County,Female,0 - 19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,Colchester County,Female,20 - 34,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
165,Colchester County,Female,35 - 64,135,5,0,0,0,0,0,0,15,0,0,0,0,0,0,0,15,0,0,45,0,10,0,0,20,0,0,0,0,0,0,0,0,0,10,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0
166,Colchester County,Female,65 -74,110,5,0,0,0,0,0,0,15,0,0,0,0,0,0,0,15,0,0,45,0,5,0,0,20,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
167,Colchester County,Female,75 +,355,5,0,0,0,0,0,0,95,0,0,0,0,0,0,0,60,0,0,75,0,10,0,0,35,0,0,0,0,20,0,0,0,0,20,0,0,10,0,0,0,25,0,0,0,0,0,0,0,0,0
168,Colchester County,Female,Total,625,10,0,0,0,0,0,0,130,0,0,0,0,0,0,0,85,0,0,165,0,25,0,0,85,0,0,0,0,25,0,0,0,0,35,0,0,15,0,0,0,40,0,0,0,0,0,0,0,0,0
169,Colchester County,Male,0 - 19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
170,Colchester County,Male,20 - 34,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,Colchester County,Male,35 - 64,100,5,0,0,0,0,0,0,15,0,0,0,0,0,0,0,15,0,0,0,0,15,0,0,0,0,0,0,0,20,0,0,0,0,15,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0
172,Colchester County,Male,65 -74,140,10,0,0,0,0,0,0,30,0,0,0,0,0,0,0,25,0,0,0,0,5,0,0,0,0,0,0,0,55,0,0,0,0,5,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0
173,Colchester County,Male,75 +,430,20,0,0,0,0,0,0,85,0,0,0,0,0,0,0,80,0,0,0,0,10,0,0,0,0,0,0,0,190,0,0,0,0,10,0,0,10,0,0,0,20,0,0,0,0,0,0,0,0,0
174,Colchester County,Male,Total,685,40,0,0,0,0,0,0,125,0,0,0,0,0,0,0,120,0,0,0,0,30,0,0,0,0,0,0,0,265,0,0,0,0,35,0,0,15,0,0,0,55,0,0,0,0,0,0,0,0,0
175,Colchester County,Total,0 - 19,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
176,Colchester County,Total,20 - 34,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,5,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
177,Colchester County,Total,35 - 64,230,10,0,0,0,0,0,0,30,0,0,0,0,0,0,0,30,0,0,45,0,25,0,0,20,0,0,0,0,20,0,0,0,0,30,0,0,5,0,0,0,20,0,0,0,0,0,0,0,0,0
178,Colchester County,Total,65 -74,250,15,0,0,0,0,0,0,45,0,0,0,0,0,0,0,40,0,0,45,0,10,0,0,20,0,0,0,0,55,0,0,0,0,5,0,0,5,0,0,0,20,0,0,0,0,0,0,0,0,0
179,Colchester County,Total,75 +,780,25,0,0,0,0,0,0,180,0,0,0,0,0,0,0,140,0,0,75,0,15,0,0,35,0,0,0,0,210,0,0,0,0,30,0,0,20,0,0,0,45,0,0,0,0,0,0,0,0,0
180,Colchester County,Total,Total,1310,50,0,0,0,0,0,0,255,0,0,0,0,0,0,0,210,0,0,165,0,55,0,0,85,0,0,0,0,295,0,0,0,0,70,0,0,30,0,0,0,95,0,0,0,0,0,0,0,0,0
181,Cumberland County,Female,0 - 19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,Cumberland County,Female,20 - 34,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
183,Cumberland County,Female,35 - 64,95,5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,5,0,0,35,0,5,0,0,15,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
184,Cumberland County,Female,65 -74,85,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,15,0,0,30,0,5,0,0,5,0,0,0,0,5,0,0,0,0,5,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0
185,Cumberland County,Female,75 +,320,5,0,0,0,0,0,0,95,0,0,0,0,0,0,0,50,0,0,75,0,5,0,0,25,0,0,0,0,20,0,0,0,0,15,0,0,15,0,0,0,20,0,0,0,0,0,0,0,0,0
186,Cumberland County,Female,Total,510,10,0,0,0,0,0,0,120,0,0,0,0,0,0,0,75,0,0,140,0,15,0,0,45,0,0,0,0,25,0,0,0,0,30,0,0,20,0,0,0,35,0,0,0,0,0,0,0,0,0
187,Cumberland County,Male,0 - 19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,Cumberland County,Male,20 - 34,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
189,Cumberland County,Male,35 - 64,70,5,0,0,0,0,0,0,15,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,15,0,0,0,0,10,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0
190,Cumberland County,Male,65 -74,120,5,0,0,0,0,0,0,30,0,0,0,0,0,0,0,20,0,0,0,0,5,0,0,0,0,0,0,0,45,0,0,0,0,5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
191,Victoria County,Total,0 - 19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,Cumberland County,Male,75 +,375,10,0,0,0,0,0,0,90,0,0,0,0,0,0,0,90,0,0,0,0,5,0,0,0,0,0,0,0,135,0,0,0,0,10,0,0,15,0,0,0,20,0,0,0,0,0,0,0,0,0
193,Cumberland County,Male,Total,580,20,0,0,0,0,0,0,130,0,0,0,0,0,0,0,115,0,0,0,0,20,0,0,0,0,0,0,0,200,0,0,0,0,30,0,0,20,0,0,0,40,0,0,0,0,0,0,0,0,0
194,Cumberland County,Total,0 - 19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,Cumberland County,Total,20 - 34,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
196,Cumberland County,Total,35 - 64,165,10,0,0,0,0,0,0,25,0,0,0,0,0,0,0,15,0,0,35,0,15,0,0,15,0,0,0,0,15,0,0,0,0,20,0,0,5,0,0,0,15,0,0,0,0,0,0,0,0,0
197,Cumberland County,Total,65 -74,205,5,0,0,0,0,0,0,40,0,0,0,0,0,0,0,35,0,0,30,0,10,0,0,5,0,0,0,0,50,0,0,0,0,10,0,0,5,0,0,0,15,0,0,0,0,0,0,0,0,0
198,Cumberland County,Total,75 +,695,15,0,0,0,0,0,0,185,0,0,0,0,0,0,0,140,0,0,75,0,10,0,0,25,0,0,0,0,150,0,0,0,0,25,0,0,30,0,0,0,40,0,0,0,0,0,0,0,0,0
199,Cumberland County,Total,Total,1090,30,0,0,0,0,0,0,250,0,0,0,0,0,0,0,185,0,0,145,0,35,0,0,45,0,0,0,0,225,0,0,0,0,60,0,0,40,0,0,0,75,0,0,0,0,0,0,0,0,0
200,Pictou County,Female,0 - 19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,Pictou County,Female,20 - 34,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
202,Pictou County,Female,35 - 64,140,5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,20,0,0,50,0,10,0,0,20,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0
203,Pictou County,Female,65 -74,120,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,20,0,0,45,0,0,0,0,15,0,0,0,0,5,0,0,0,0,5,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0
204,Pictou County,Female,75 +,385,5,0,0,0,0,0,0,100,0,0,0,0,0,0,0,65,0,0,85,0,5,0,0,35,0,0,0,0,20,0,0,0,0,10,0,0,20,0,0,0,35,0,0,0,0,0,0,0,0,0
205,Pictou County,Female,Total,665,10,0,0,0,0,0,0,135,0,0,0,0,0,0,0,105,0,0,180,0,25,0,0,80,0,0,0,0,30,0,0,0,0,25,0,0,30,0,0,0,50,0,0,0,0,0,0,0,0,0
206,Pictou County,Male,0 - 19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,Pictou County,Male,20 - 34,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
208,Pictou County,Male,35 - 64,95,5,0,0,0,0,0,0,20,0,0,0,0,0,0,0,10,0,0,0,0,5,0,0,0,0,0,0,0,30,0,0,0,0,5,0,0,10,0,0,0,15,0,0,0,0,0,0,0,0,0
209,Pictou County,Male,65 -74,145,5,0,0,0,0,0,0,30,0,0,0,0,0,0,0,35,0,0,0,0,5,0,0,0,0,0,0,0,55,0,0,0,0,5,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0
210,Pictou County,Male,75 +,480,15,0,0,0,0,0,0,110,0,0,0,0,0,0,0,90,0,0,0,0,10,0,0,0,0,0,0,0,200,0,0,0,0,10,0,0,20,0,0,0,25,0,0,0,0,0,0,0,0,0
211,Pictou County,Male,Total,735,25,0,0,0,0,0,0,160,0,0,0,0,0,0,0,135,0,0,0,0,20,0,0,0,0,0,0,0,280,0,0,0,0,25,0,0,30,0,0,0,50,0,0,0,0,0,0,0,0,0
212,Pictou County,Total,0 - 19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
213,Pictou County,Total,20 - 34,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
214,Pictou County,Total,35 - 64,235,5,0,0,0,0,0,0,30,0,0,0,0,0,0,0,30,0,0,50,0,15,0,0,20,0,0,0,0,30,0,0,0,0,10,0,0,15,0,0,0,20,0,0,0,0,0,0,0,0,0
215,Pictou County,Total,65 -74,265,5,0,0,0,0,0,0,55,0,0,0,0,0,0,0,55,0,0,45,0,5,0,0,15,0,0,0,0,60,0,0,0,0,10,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0
216,Pictou County,Total,75 +,870,20,0,0,0,0,0,0,210,0,0,0,0,0,0,0,155,0,0,85,0,15,0,0,35,0,0,0,0,220,0,0,0,0,20,0,0,40,0,0,0,60,0,0,0,0,0,0,0,0,0
217,Pictou County,Total,Total,1400,35,0,0,0,0,0,0,295,0,0,0,0,0,0,0,240,0,0,180,0,45,0,0,80,0,0,0,0,310,0,0,0,0,50,0,0,65,0,0,0,105,0,0,0,0,0,0,0,0,0
218,Guysborough County,Female,0 - 19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,Guysborough County,Female,20 - 34,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,Guysborough County,Female,35 - 64,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,Guysborough County,Female,65 -74,25,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,Guysborough County,Female,75 +,90,5,0,0,0,0,0,0,20,0,0,0,0,0,0,0,15,0,0,20,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0
223,Guysborough County,Female,Total,145,5,0,0,0,0,0,0,30,0,0,0,0,0,0,0,25,0,0,40,0,5,0,0,15,0,0,0,0,5,0,0,0,0,5,0,0,10,0,0,0,15,0,0,0,0,0,0,0,0,0
224,Guysborough County,Male,0 - 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,Guysborough County,Male,20 - 34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
