ComID,GeogName,Year,DataGroup1,DataGroup2,All Cancers,Head and Neck,Lip,Tongue,"Mouth, Other",Pharynx and Tonsil,Paranasal Sinuses,Larynx,Gastro - Intestinal,Esophagus,Stomach,Small Bowel,Colon and Rectum,Liver and Biliary Tract,Pancreas,Peritoneum and GI Unspecified,Respiratory,"Lung,Trachea and Bronchus","Mediastinum, Pleura",Breast,Skin and Melanoma,Melanoma of Skin,Other Skin,Gynecological,Cervix,Body of Uterus,Ovary,Other Female Genital,Genito - Urinary,Testis,Penis and Male Genital Unspecified,Bladder,"Kidney, Ureter and Other Urinary",Lymphomas,Non-Hodgkins Lymphoma,Hodgkins Lymphoma,Hematologic,Multiple Myeloma,Leukemia,Miscellaneous Proliferative,Other,Eye and Lacrimal Gland,Brain,"Meninges, Spinal Cord and other CNS",Thyroid,Other Endocrine,Bone and Connective Tissue,Other and Ill Defined Sites,Unknown Primary,Prostate
cnt1205,Annapolis County,2002-2006,Male,Total,430,20,,,,,,,80,,,,,,,,80,,,0,20,,,0,,,,,165,,,,,20,,,20,,,,25,,,,,,,,,
cnt1206,Lunenburg County,2002-2006,Male,Total,905,30,,,,,,,195,,,,,,,,135,,,5,45,,,0,,,,,370,,,,,25,,,35,,,,60,,,,,,,,,
cnt1207,Kings County,2002-2006,Male,Total,840,35,,,,,,,185,,,,,,,,145,,,0,40,,,0,,,,,290,,,,,45,,,45,,,,60,,,,,,,,,
cnt1208,Hants County,2002-2006,Male,Total,595,30,,,,,,,150,,,,,,,,120,,,0,25,,,0,,,,,170,,,,,40,,,20,,,,40,,,,,,,,,
cnt1209,Halifax County,2002-2006,Male,Total,4510,175,,,,,,,985,,,,,,,,680,,,15,200,,,0,,,,,1720,,,,,215,,,185,,,,335,,,,,,,,,
cnt1210,Colchester County,2002-2006,Male,Total,660,25,,,,,,,165,,,,,,,,125,,,0,30,,,0,,,,,210,,,,,35,,,30,,,,35,,,,,,,,,
cnt1211,Cumberland County,2002-2006,Male,Total,620,20,,,,,,,120,,,,,,,,145,,,0,20,,,0,,,,,210,,,,,35,,,35,,,,35,,,,,,,,,
cnt1212,Pictou County,2002-2006,Male,Total,830,30,,,,,,,165,,,,,,,,125,,,0,30,,,0,,,,,360,,,,,25,,,30,,,,60,,,,,,,,,
cnt1213,Guysborough County,2002-2006,Male,Total,180,10,,,,,,,45,,,,,,,,40,,,0,5,,,0,,,,,60,,,,,5,,,10,,,,10,,,,,,,,,
cnt1214,Antigonish County,2002-2006,Male,Total,250,10,,,,,,,65,,,,,,,,35,,,0,10,,,0,,,,,95,,,,,10,,,10,,,,10,,,,,,,,,
cnt1215,Inverness County,2002-2006,Male,Total,340,10,,,,,,,90,,,,,,,,85,,,0,15,,,0,,,,,105,,,,,10,,,10,,,,15,,,,,,,,,
cnt1216,Richmond County,2002-2006,Male,Total,190,10,,,,,,,50,,,,,,,,25,,,0,5,,,0,,,,,80,,,,,5,,,5,,,,5,,,,,,,,,
cnt1217,Cape Breton County,2002-2006,Male,Total,1810,85,,,,,,,495,,,,,,,,370,,,5,25,,,0,,,,,540,,,,,80,,,75,,,,135,,,,,,,,,
cnt1218,Victoria County,2002-2006,Male,Total,120,10,,,,,,,35,,,,,,,,25,,,0,5,,,0,,,,,30,,,,,5,,,0,,,,10,,,,,,,,,
dha1,South Shore Health,2002-2006,Male,Total,1150,40,,,,,,,255,,,,,,,,170,,,5,60,,,0,,,,,465,,,,,35,,,40,,,,80,,,,,,,,,
dha2,South West Health,2002-2006,Male,Total,1075,40,,,,,,,220,,,,,,,,200,,,5,25,,,0,,,,,425,,,,,45,,,45,,,,70,,,,,,,,,
dha3,Annapolis Valley Health,2002-2006,Male,Total,1280,55,,,,,,,265,,,,,,,,230,,,0,60,,,0,,,,,460,,,,,60,,,65,,,,85,,,,,,,,,
dha4,Colchester East Hants Health Authority,2002-2006,Male,Total,975,40,,,,,,,255,,,,,,,,175,,,0,45,,,0,,,,,300,,,,,60,,,40,,,,60,,,,,,,,,
dha5,Cumberland Health Authority,2002-2006,Male,Total,635,20,,,,,,,130,,,,,,,,145,,,0,20,,,0,,,,,215,,,,,35,,,35,,,,35,,,,,,,,,
dha6,Pictou County Health Authority,2002-2006,Male,Total,840,30,,,,,,,170,,,,,,,,130,,,0,30,,,0,,,,,365,,,,,25,,,30,,,,60,,,,,,,,,
dha7,Guysborough Antigonish Strait Health Authority,2002-2006,Male,Total,755,35,,,,,,,190,,,,,,,,135,,,0,30,,,0,,,,,270,,,,,25,,,25,,,,40,,,,,,,,,
dha8,Cape Breton District Health Authority,2002-2006,Male,Total,2180,100,,,,,,,590,,,,,,,,460,,,5,40,,,0,,,,,650,,,,,90,,,95,,,,150,,,,,,,,,
dha9,Capital Health,2002-2006,Male,Total,4865,195,,,,,,,1065,,,,,,,,765,,,15,210,,,0,,,,,1815,,,,,235,,,205,,,,360,,,,,,,,,
pro9012,Nova Scotia,2002-2006,Male,Total,13770,560,80,80,95,140,20,150,3145,210,325,45,2085,170,290,15,2410,2360,50,35,515,0,0,0,0,0,0,0,4965,140,25,525,590,620,540,75,585,145,300,140,940,25,200,10,110,10,90,60,440,3685
cnt1201,Shelburne County,2002-2006,Total,0-19,5,0,,,,,,,0,,,,,,,,0,,,0,0,,,0,,,,,0,,,,,0,,,0,,,,0,,,,,,,,,
cnt1202,Yarmouth County,2002-2006,Total,0-19,5,0,,,,,,,0,,,,,,,,0,,,0,0,,,0,,,,,0,,,,,0,,,0,,,,0,,,,,,,,,
cnt1203,Digby County,2002-2006,Total,0-19,0,0,,,,,,,0,,,,,,,,0,,,0,0,,,0,,,,,0,,,,,0,,,0,,,,0,,,,,,,,,
cnt1204,Queens County,2002-2006,Total,0-19,0,0,,,,,,,0,,,,,,,,0,,,0,0,,,0,,,,,0,,,,,0,,,0,,,,0,,,,,,,,,
cnt1205,Annapolis County,2002-2006,Total,0-19,5,0,,,,,,,0,,,,,,,,0,,,0,0,,,0,,,,,0,,,,,0,,,0,,,,0,,,,,,,,,
cnt1206,Lunenburg County,2002-2006,Total,0-19,10,0,,,,,,,0,,,,,,,,0,,,0,0,,,0,,,,,0,,,,,0,,,0,,,,5,,,,,,,,,
cnt1207,Kings County,2002-2006,Total,0-19,10,0,,,,,,,0,,,,,,,,0,,,0,0,,,0,,,,,0,,,,,0,,,5,,,,0,,,,,,,,,
cnt1208,Hants County,2002-2006,Total,0-19,5,0,,,,,,,0,,,,,,,,0,,,0,0,,,0,,,,,0,,,,,0,,,0,,,,0,,,,,,,,,
cnt1209,Halifax County,2002-2006,Total,0-19,70,5,,,,,,,0,,,,,,,,0,,,0,5,,,0,,,,,5,,,,,15,,,15,,,,30,,,,,,,,,
cnt1210,Colchester County,2002-2006,Total,0-19,10,0,,,,,,,0,,,,,,,,0,,,0,0,,,0,,,,,0,,,,,0,,,0,,,,5,,,,,,,,,
cnt1211,Cumberland County,2002-2006,Total,0-19,5,0,,,,,,,0,,,,,,,,0,,,0,0,,,0,,,,,0,,,,,0,,,0,,,,0,,,,,,,,,
cnt1212,Pictou County,2002-2006,Total,0-19,10,0,,,,,,,0,,,,,,,,0,,,0,0,,,0,,,,,0,,,,,0,,,0,,,,5,,,,,,,,,
cnt1213,Guysborough County,2002-2006,Total,0-19,0,0,,,,,,,0,,,,,,,,0,,,0,0,,,0,,,,,0,,,,,0,,,0,,,,0,,,,,,,,,
cnt1214,Antigonish County,2002-2006,Total,0-19,5,0,,,,,,,0,,,,,,,,0,,,0,0,,,0,,,,,0,,,,,0,,,0,,,,0,,,,,,,,,
cnt1215,Inverness County,2002-2006,Total,0-19,5,0,,,,,,,0,,,,,,,,0,,,0,0,,,0,,,,,0,,,,,0,,,0,,,,5,,,,,,,,,
cnt1217,Cape Breton County,2002-2006,Total,0-19,20,0,,,,,,,5,,,,,,,,0,,,0,0,,,0,,,,,0,,,,,5,,,5,,,,5,,,,,,,,,
cnt1218,Victoria County,2002-2006,Total,0-19,0,0,,,,,,,0,,,,,,,,0,,,0,0,,,0,,,,,0,,,,,0,,,0,,,,0,,,,,,,,,
dha1,South Shore Health,2002-2006,Total,0-19,15,0,,,,,,,0,,,,,,,,0,,,0,5,,,0,,,,,0,,,,,0,,,0,,,,5,,,,,,,,,
dha2,South West Health,2002-2006,Total,0-19,10,0,,,,,,,0,,,,,,,,0,,,0,0,,,0,,,,,5,,,,,0,,,0,,,,5,,,,,,,,,
dha3,Annapolis Valley Health,2002-2006,Total,0-19,10,0,,,,,,,0,,,,,,,,0,,,0,0,,,0,,,,,5,,,,,0,,,5,,,,5,,,,,,,,,
dha4,Colchester East Hants Health Authority,2002-2006,Total,0-19,10,0,,,,,,,0,,,,,,,,0,,,0,0,,,0,,,,,0,,,,,5,,,0,,,,5,,,,,,,,,
dha5,Cumberland Health Authority,2002-2006,Total,0-19,5,0,,,,,,,0,,,,,,,,0,,,0,0,,,0,,,,,0,,,,,0,,,0,,,,0,,,,,,,,,
dha6,Pictou County Health Authority,2002-2006,Total,0-19,10,0,,,,,,,0,,,,,,,,0,,,0,0,,,0,,,,,0,,,,,0,,,0,,,,5,,,,,,,,,
dha7,Guysborough Antigonish Strait Health Authority,2002-2006,Total,0-19,5,0,,,,,,,0,,,,,,,,0,,,0,0,,,0,,,,,0,,,,,0,,,5,,,,0,,,,,,,,,
dha8,Cape Breton District Health Authority,2002-2006,Total,0-19,25,0,,,,,,,5,,,,,,,,0,,,0,0,,,0,,,,,0,,,,,5,,,5,,,,10,,,,,,,,,
dha9,Capital Health,2002-2006,Total,0-19,75,5,,,,,,,0,,,,,,,,0,,,0,5,,,0,,,,,5,,,,,15,,,20,,,,30,,,,,,,,,
pro9012,Nova Scotia,2002-2006,Total,0-19,165,5,0,0,5,0,0,0,10,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,15,5,0,0,10,30,10,20,40,0,35,0,60,5,20,5,5,5,15,5,0,0
cnt1201,Shelburne County,2002-2006,Total,20-34,10,0,,,,,,,0,,,,,,,,0,,,0,0,,,0,,,,,5,,,,,0,,,0,,,,5,,,,,,,,,
cnt1202,Yarmouth County,2002-2006,Total,20-34,15,0,,,,,,,0,,,,,,,,0,,,0,0,,,0,,,,,0,,,,,5,,,0,,,,5,,,,,,,,,
cnt1203,Digby County,2002-2006,Total,20-34,5,0,,,,,,,0,,,,,,,,0,,,0,0,,,0,,,,,0,,,,,0,,,0,,,,0,,,,,,,,,
cnt1204,Queens County,2002-2006,Total,20-34,5,0,,,,,,,0,,,,,,,,0,,,0,0,,,0,,,,,0,,,,,0,,,0,,,,5,,,,,,,,,
cnt1205,Annapolis County,2002-2006,Total,20-34,15,0,,,,,,,0,,,,,,,,0,,,0,0,,,0,,,,,0,,,,,0,,,0,,,,5,,,,,,,,,
cnt1206,Lunenburg County,2002-2006,Total,20-34,20,0,,,,,,,0,,,,,,,,0,,,5,0,,,0,,,,,5,,,,,5,,,5,,,,5,,,,,,,,,
cnt1207,Kings County,2002-2006,Total,20-34,30,0,,,,,,,0,,,,,,,,0,,,0,5,,,0,,,,,5,,,,,5,,,0,,,,10,,,,,,,,,
cnt1208,Hants County,2002-2006,Total,20-34,25,0,,,,,,,0,,,,,,,,0,,,0,5,,,5,,,,,0,,,,,5,,,0,,,,5,,,,,,,,,
cnt1209,Halifax County,2002-2006,Total,20-34,210,0,,,,,,,15,,,,,,,,5,,,15,25,,,25,,,,,40,,,,,35,,,15,,,,40,,,,,,,,,
cnt1210,Colchester County,2002-2006,Total,20-34,25,0,,,,,,,0,,,,,,,,0,,,5,5,,,0,,,,,5,,,,,5,,,0,,,,5,,,,,,,,,
cnt1211,Cumberland County,2002-2006,Total,20-34,20,0,,,,,,,0,,,,,,,,0,,,0,0,,,0,,,,,5,,,,,5,,,0,,,,5,,,,,,,,,
cnt1212,Pictou County,2002-2006,Total,20-34,25,0,,,,,,,0,,,,,,,,0,,,0,0,,,5,,,,,5,,,,,5,,,0,,,,10,,,,,,,,,
cnt1213,Guysborough County,2002-2006,Total,20-34,5,0,,,,,,,0,,,,,,,,0,,,0,0,,,0,,,,,0,,,,,0,,,0,,,,0,,,,,,,,,
cnt1214,Antigonish County,2002-2006,Total,20-34,20,0,,,,,,,0,,,,,,,,0,,,0,0,,,0,,,,,5,,,,,0,,,0,,,,10,,,,,,,,,
cnt1215,Inverness County,2002-2006,Total,20-34,15,0,,,,,,,0,,,,,,,,0,,,0,5,,,0,,,,,0,,,,,5,,,0,,,,0,,,,,,,,,
cnt1216,Richmond County,2002-2006,Total,20-34,5,0,,,,,,,0,,,,,,,,0,,,0,0,,,0,,,,,0,,,,,0,,,0,,,,0,,,,,,,,,
cnt1217,Cape Breton County,2002-2006,Total,20-34,40,0,,,,,,,0,,,,,,,,0,,,5,0,,,5,,,,,10,,,,,5,,,0,,,,10,,,,,,,,,
cnt1218,Victoria County,2002-2006,Total,20-34,5,0,,,,,,,0,,,,,,,,0,,,0,0,,,5,,,,,0,,,,,0,,,0,,,,0,,,,,,,,,
dha1,South Shore Health,2002-2006,Total,20-34,25,0,,,,,,,0,,,,,,,,0,,,5,0,,,0,,,,,5,,,,,5,,,5,,,,10,,,,,,,,,
dha2,South West Health,2002-2006,Total,20-34,30,0,,,,,,,0,,,,,,,,0,,,0,5,,,0,,,,,5,,,,,5,,,5,,,,10,,,,,,,,,
dha3,Annapolis Valley Health,2002-2006,Total,20-34,40,0,,,,,,,5,,,,,,,,0,,,0,5,,,5,,,,,5,,,,,5,,,0,,,,15,,,,,,,,,
dha4,Colchester East Hants Health Authority,2002-2006,Total,20-34,40,0,,,,,,,0,,,,,,,,0,,,5,10,,,5,,,,,5,,,,,5,,,5,,,,5,,,,,,,,,
dha5,Cumberland Health Authority,2002-2006,Total,20-34,20,0,,,,,,,0,,,,,,,,0,,,0,0,,,0,,,,,5,,,,,5,,,0,,,,5,,,,,,,,,
dha6,Pictou County Health Authority,2002-2006,Total,20-34,25,0,,,,,,,0,,,,,,,,0,,,0,0,,,5,,,,,5,,,,,5,,,0,,,,10,,,,,,,,,
dha7,Guysborough Antigonish Strait Health Authority,2002-2006,Total,20-34,30,0,,,,,,,5,,,,,,,,0,,,0,5,,,0,,,,,5,,,,,5,,,0,,,,10,,,,,,,,,
dha8,Cape Breton District Health Authority,2002-2006,Total,20-34,50,0,,,,,,,0,,,,,,,,0,,,5,0,,,10,,,,,10,,,,,10,,,0,,,,10,,,,,,,,,
dha9,Capital Health,2002-2006,Total,20-34,220,0,,,,,,,15,,,,,,,,5,,,20,25,,,25,,,,,40,,,,,40,,,15,,,,40,,,,,,,,,
pro9012,Nova Scotia,2002-2006,Total,20-34,490,5,0,0,0,0,0,0,25,0,0,0,20,0,0,0,5,5,0,35,55,0,0,55,45,5,5,0,85,75,0,0,10,80,30,50,30,0,20,5,120,0,25,5,65,0,15,5,5,0
cnt1201,Shelburne County,2002-2006,Total,35-64,75,5,,,,,,,10,,,,,,,,15,,,15,5,,,10,,,,,10,,,,,0,,,0,,,,10,,,,,,,,,
cnt1202,Yarmouth County,2002-2006,Total,35-64,120,5,,,,,,,25,,,,,,,,20,,,20,10,,,10,,,,,15,,,,,10,,,5,,,,5,,,,,,,,,
cnt1203,Digby County,2002-2006,Total,35-64,85,5,,,,,,,15,,,,,,,,10,,,15,10,,,5,,,,,10,,,,,10,,,5,,,,5,,,,,,,,,
cnt1204,Queens County,2002-2006,Total,35-64,70,5,,,,,,,5,,,,,,,,5,,,15,5,,,5,,,,,15,,,,,5,,,5,,,,10,,,,,,,,,
cnt1205,Annapolis County,2002-2006,Total,35-64,115,5,,,,,,,10,,,,,,,,10,,,30,10,,,5,,,,,15,,,,,10,,,5,,,,5,,,,,,,,,
cnt1206,Lunenburg County,2002-2006,Total,35-64,255,5,,,,,,,35,,,,,,,,20,,,55,15,,,20,,,,,45,,,,,15,,,10,,,,35,,,,,,,,,
cnt1207,Kings County,2002-2006,Total,35-64,280,10,,,,,,,40,,,,,,,,30,,,60,25,,,25,,,,,35,,,,,15,,,10,,,,20,,,,,,,,,
cnt1208,Hants County,2002-2006,Total,35-64,220,10,,,,,,,35,,,,,,,,25,,,45,15,,,15,,,,,25,,,,,20,,,5,,,,20,,,,,,,,,
cnt1209,Halifax County,2002-2006,Total,35-64,1785,65,,,,,,,280,,,,,,,,155,,,425,140,,,135,,,,,260,,,,,105,,,50,,,,175,,,,,,,,,
cnt1210,Colchester County,2002-2006,Total,35-64,205,10,,,,,,,30,,,,,,,,20,,,50,20,,,20,,,,,15,,,,,15,,,5,,,,20,,,,,,,,,
cnt1211,Cumberland County,2002-2006,Total,35-64,150,5,,,,,,,20,,,,,,,,10,,,30,10,,,15,,,,,20,,,,,15,,,10,,,,15,,,,,,,,,
cnt1212,Pictou County,2002-2006,Total,35-64,215,10,,,,,,,25,,,,,,,,15,,,45,15,,,15,,,,,35,,,,,10,,,15,,,,25,,,,,,,,,
cnt1213,Guysborough County,2002-2006,Total,35-64,30,0,,,,,,,5,,,,,,,,5,,,5,0,,,5,,,,,0,,,,,5,,,0,,,,5,,,,,,,,,
cnt1214,Antigonish County,2002-2006,Total,35-64,75,0,,,,,,,10,,,,,,,,5,,,25,5,,,5,,,,,5,,,,,10,,,5,,,,10,,,,,,,,,
cnt1215,Inverness County,2002-2006,Total,35-64,95,5,,,,,,,20,,,,,,,,10,,,25,10,,,10,,,,,10,,,,,5,,,0,,,,5,,,,,,,,,
cnt1216,Richmond County,2002-2006,Total,35-64,35,5,,,,,,,5,,,,,,,,0,,,15,0,,,0,,,,,5,,,,,0,,,0,,,,0,,,,,,,,,
cnt1217,Cape Breton County,2002-2006,Total,35-64,530,25,,,,,,,90,,,,,,,,70,,,120,20,,,55,,,,,65,,,,,25,,,15,,,,45,,,,,,,,,
cnt1218,Victoria County,2002-2006,Total,35-64,30,5,,,,,,,10,,,,,,,,0,,,5,5,,,0,,,,,5,,,,,0,,,0,,,,0,,,,,,,,,
dha1,South Shore Health,2002-2006,Total,35-64,325,10,,,,,,,45,,,,,,,,20,,,70,20,,,20,,,,,55,,,,,20,,,15,,,,50,,,,,,,,,
dha2,South West Health,2002-2006,Total,35-64,285,15,,,,,,,50,,,,,,,,45,,,45,20,,,20,,,,,35,,,,,20,,,10,,,,20,,,,,,,,,
dha3,Annapolis Valley Health,2002-2006,Total,35-64,395,15,,,,,,,55,,,,,,,,45,,,95,35,,,30,,,,,50,,,,,30,,,15,,,,30,,,,,,,,,
dha4,Colchester East Hants Health Authority,2002-2006,Total,35-64,330,15,,,,,,,50,,,,,,,,25,,,80,30,,,30,,,,,35,,,,,25,,,10,,,,30,,,,,,,,,
dha5,Cumberland Health Authority,2002-2006,Total,35-64,155,5,,,,,,,20,,,,,,,,15,,,30,10,,,15,,,,,20,,,,,15,,,10,,,,15,,,,,,,,,
dha6,Pictou County Health Authority,2002-2006,Total,35-64,220,10,,,,,,,25,,,,,,,,15,,,45,20,,,15,,,,,35,,,,,10,,,15,,,,25,,,,,,,,,
dha7,Guysborough Antigonish Strait Health Authority,2002-2006,Total,35-64,180,5,,,,,,,25,,,,,,,,15,,,60,10,,,15,,,,,15,,,,,15,,,10,,,,15,,,,,,,,,
dha8,Cape Breton District Health Authority,2002-2006,Total,35-64,625,30,,,,,,,110,,,,,,,,75,,,145,25,,,65,,,,,75,,,,,30,,,15,,,,50,,,,,,,,,
dha9,Capital Health,2002-2006,Total,35-64,1900,70,,,,,,,295,,,,,,,,170,,,450,145,,,140,,,,,270,,,,,115,,,55,,,,190,,,,,,,,,
pro9012,Nova Scotia,2002-2006,Total,35-64,4415,175,20,25,40,60,5,20,670,30,65,20,470,35,55,5,430,425,5,1025,315,0,0,350,135,115,75,25,600,55,5,55,200,280,240,40,155,25,90,40,420,5,85,10,190,5,30,15,80,290
cnt1201,Shelburne County,2002-2006,Total,65-74,110,5,,,,,,,20,,,,,,,,10,,,10,5,,,10,,,,,45,,,,,0,,,5,,,,5,,,,,,,,,
cnt1202,Yarmouth County,2002-2006,Total,65-74,175,5,,,,,,,35,,,,,,,,30,,,25,5,,,10,,,,,35,,,,,10,,,10,,,,10,,,,,,,,,
cnt1203,Digby County,2002-2006,Total,65-74,140,5,,,,,,,30,,,,,,,,25,,,15,5,,,10,,,,,30,,,,,5,,,5,,,,10,,,,,,,,,
cnt1204,Queens County,2002-2006,Total,65-74,100,5,,,,,,,20,,,,,,,,10,,,15,0,,,5,,,,,25,,,,,5,,,0,,,,5,,,,,,,,,
cnt1205,Annapolis County,2002-2006,Total,65-74,165,5,,,,,,,20,,,,,,,,25,,,25,10,,,5,,,,,50,,,,,10,,,5,,,,15,,,,,,,,,
cnt1206,Lunenburg County,2002-2006,Total,65-74,360,10,,,,,,,65,,,,,,,,55,,,40,20,,,15,,,,,110,,,,,10,,,15,,,,20,,,,,,,,,
cnt1207,Kings County,2002-2006,Total,65-74,335,10,,,,,,,65,,,,,,,,55,,,50,15,,,25,,,,,65,,,,,15,,,20,,,,20,,,,,,,,,
cnt1208,Hants County,2002-2006,Total,65-74,235,10,,,,,,,55,,,,,,,,35,,,30,10,,,10,,,,,40,,,,,15,,,5,,,,30,,,,,,,,,
cnt1209,Halifax County,2002-2006,Total,65-74,2030,60,,,,,,,375,,,,,,,,285,,,290,90,,,100,,,,,555,,,,,90,,,60,,,,120,,,,,,,,,
cnt1210,Colchester County,2002-2006,Total,65-74,295,10,,,,,,,70,,,,,,,,45,,,35,10,,,15,,,,,65,,,,,10,,,5,,,,20,,,,,,,,,
cnt1211,Cumberland County,2002-2006,Total,65-74,230,10,,,,,,,45,,,,,,,,45,,,30,10,,,15,,,,,45,,,,,15,,,5,,,,15,,,,,,,,,
cnt1212,Pictou County,2002-2006,Total,65-74,355,10,,,,,,,70,,,,,,,,55,,,40,10,,,20,,,,,100,,,,,10,,,10,,,,25,,,,,,,,,
cnt1213,Guysborough County,2002-2006,Total,65-74,70,5,,,,,,,10,,,,,,,,15,,,15,0,,,5,,,,,15,,,,,0,,,0,,,,0,,,,,,,,,
cnt1214,Antigonish County,2002-2006,Total,65-74,100,5,,,,,,,20,,,,,,,,15,,,15,10,,,5,,,,,30,,,,,5,,,0,,,,0,,,,,,,,,
cnt1215,Inverness County,2002-2006,Total,65-74,160,10,,,,,,,30,,,,,,,,25,,,30,5,,,5,,,,,35,,,,,5,,,5,,,,5,,,,,,,,,
cnt1216,Richmond County,2002-2006,Total,65-74,80,5,,,,,,,15,,,,,,,,15,,,10,5,,,5,,,,,25,,,,,0,,,5,,,,5,,,,,,,,,
cnt1217,Cape Breton County,2002-2006,Total,65-74,795,35,,,,,,,195,,,,,,,,135,,,120,10,,,45,,,,,135,,,,,30,,,30,,,,60,,,,,,,,,
cnt1218,Victoria County,2002-2006,Total,65-74,50,5,,,,,,,10,,,,,,,,15,,,10,0,,,5,,,,,5,,,,,0,,,0,,,,0,,,,,,,,,
dha1,South Shore Health,2002-2006,Total,65-74,460,15,,,,,,,85,,,,,,,,60,,,60,20,,,20,,,,,135,,,,,15,,,15,,,,25,,,,,,,,,
dha2,South West Health,2002-2006,Total,65-74,435,15,,,,,,,90,,,,,,,,70,,,55,10,,,25,,,,,110,,,,,15,,,15,,,,25,,,,,,,,,
dha3,Annapolis Valley Health,2002-2006,Total,65-74,500,15,,,,,,,85,,,,,,,,80,,,75,25,,,30,,,,,115,,,,,20,,,25,,,,35,,,,,,,,,
dha4,Colchester East Hants Health Authority,2002-2006,Total,65-74,410,15,,,,,,,100,,,,,,,,60,,,55,15,,,20,,,,,85,,,,,15,,,10,,,,30,,,,,,,,,
dha5,Cumberland Health Authority,2002-2006,Total,65-74,230,10,,,,,,,45,,,,,,,,45,,,30,10,,,15,,,,,45,,,,,15,,,5,,,,15,,,,,,,,,
dha6,Pictou County Health Authority,2002-2006,Total,65-74,360,10,,,,,,,70,,,,,,,,55,,,40,10,,,20,,,,,105,,,,,10,,,10,,,,25,,,,,,,,,
dha7,Guysborough Antigonish Strait Health Authority,2002-2006,Total,65-74,315,15,,,,,,,55,,,,,,,,55,,,50,15,,,20,,,,,75,,,,,10,,,10,,,,10,,,,,,,,,
dha8,Cape Breton District Health Authority,2002-2006,Total,65-74,960,45,,,,,,,230,,,,,,,,170,,,150,15,,,50,,,,,170,,,,,30,,,35,,,,70,,,,,,,,,
dha9,Capital Health,2002-2006,Total,65-74,2165,65,,,,,,,400,,,,,,,,310,,,300,95,,,105,,,,,575,,,,,100,,,65,,,,140,,,,,,,,,
pro9012,Nova Scotia,2002-2006,Total,65-74,5840,210,20,35,35,60,5,45,1160,65,100,15,785,55,120,15,910,895,15,805,220,0,0,310,25,200,65,20,1415,5,10,130,235,240,220,20,195,60,95,40,375,10,80,0,75,0,35,20,150,1040
cnt1201,Shelburne County,2002-2006,Total,75+,300,5,,,,,,,80,,,,,,,,50,,,30,5,,,5,,,,,95,,,,,10,,,5,,,,15,,,,,,,,,
cnt1202,Yarmouth County,2002-2006,Total,75+,480,15,,,,,,,110,,,,,,,,80,,,50,5,,,15,,,,,115,,,,,20,,,35,,,,30,,,,,,,,,
cnt1203,Digby County,2002-2006,Total,75+,365,10,,,,,,,85,,,,,,,,65,,,25,10,,,10,,,,,105,,,,,10,,,15,,,,35,,,,,,,,,
cnt1204,Queens County,2002-2006,Total,75+,255,5,,,,,,,70,,,,,,,,40,,,30,10,,,5,,,,,60,,,,,10,,,10,,,,15,,,,,,,,,
cnt1205,Annapolis County,2002-2006,Total,75+,475,10,,,,,,,120,,,,,,,,80,,,35,15,,,20,,,,,120,,,,,15,,,20,,,,35,,,,,,,,,
cnt1206,Lunenburg County,2002-2006,Total,75+,955,25,,,,,,,260,,,,,,,,155,,,85,40,,,25,,,,,250,,,,,35,,,30,,,,55,,,,,,,,,
cnt1207,Kings County,2002-2006,Total,75+,910,20,,,,,,,220,,,,,,,,160,,,90,35,,,35,,,,,215,,,,,40,,,35,,,,65,,,,,,,,,
cnt1208,Hants County,2002-2006,Total,75+,600,20,,,,,,,165,,,,,,,,120,,,55,15,,,25,,,,,125,,,,,25,,,25,,,,30,,,,,,,,,
cnt1209,Halifax County,2002-2006,Total,75+,4710,110,,,,,,,1190,,,,,,,,835,,,560,150,,,165,,,,,1055,,,,,165,,,185,,,,300,,,,,,,,,
cnt1210,Colchester County,2002-2006,Total,75+,780,15,,,,,,,210,,,,,,,,145,,,80,25,,,40,,,,,155,,,,,35,,,35,,,,45,,,,,,,,,
cnt1211,Cumberland County,2002-2006,Total,75+,770,20,,,,,,,180,,,,,,,,175,,,80,10,,,30,,,,,165,,,,,35,,,35,,,,45,,,,,,,,,
cnt1212,Pictou County,2002-2006,Total,75+,920,20,,,,,,,235,,,,,,,,150,,,90,30,,,35,,,,,245,,,,,25,,,35,,,,55,,,,,,,,,
cnt1213,Guysborough County,2002-2006,Total,75+,220,5,,,,,,,50,,,,,,,,40,,,20,5,,,10,,,,,55,,,,,5,,,10,,,,20,,,,,,,,,
cnt1214,Antigonish County,2002-2006,Total,75+,265,10,,,,,,,80,,,,,,,,40,,,25,5,,,15,,,,,60,,,,,5,,,10,,,,15,,,,,,,,,
cnt1215,Inverness County,2002-2006,Total,75+,370,10,,,,,,,95,,,,,,,,85,,,35,10,,,15,,,,,80,,,,,10,,,10,,,,20,,,,,,,,,
cnt1216,Richmond County,2002-2006,Total,75+,205,5,,,,,,,60,,,,,,,,25,,,20,5,,,5,,,,,55,,,,,5,,,15,,,,10,,,,,,,,,
cnt1217,Cape Breton County,2002-2006,Total,75+,2155,45,,,,,,,590,,,,,,,,435,,,260,30,,,85,,,,,400,,,,,70,,,95,,,,145,,,,,,,,,
cnt1218,Victoria County,2002-2006,Total,75+,135,5,,,,,,,45,,,,,,,,20,,,15,5,,,5,,,,,30,,,,,5,,,5,,,,10,,,,,,,,,
